1			31
2			20
3			21
4			17
5			21
6			16
7			18
8			18
9			17
10			24
11			17
12			13
13			14
14			13
15			9
16			5
17			6
18			6
19			9
20			7
21			8
22			10
23			7
24			8
25			11
26			8
27			8
28			11
29			12
30			10
31			11
32			9
33			8
34			9
35			10
36			9
37			9
38			9
39			8
40			10
41			10
42			9
43			10
44			9
45			9
46			12
47			11
48			12
49			12
50			11
